ID,Address,Job Number,Job Name,Latitude,Longitude,Radius,Tags,Notes,Type
23291384,"https://www.google.com/maps/place/Windmill+Farms+Pkwy,+Sparks,+NV/@39.6090225,-119.7255561,17z/data=!3m1!4b1!4m5!3m4!1s0x809939c73cf5e51f:0xc3df3629419bd1ee!8m2!3d39.6090184!4d-119.7233674?hl=en&authuser=0					",DRSD30,SILVER DOLLAR AREA 3,38.652553,-120.874031,250,"Reno,Joaquin Gonzalez-Cruz",DRSD30,Normal Geofence
23291783,"Harbison Dr & Ulatis Dr, Vacaville, CA 95687, USA",CVHA00,Harbison Apartments,38.357411,-121.96239,250,"Sacramento,Gael Cortez Pozos",CVHA,Normal Geofence
23292052,"https://www.google.com/maps/place/Alfalfa+St+%26+George+Ln,+Dixon,+CA+95620/@38.4385989,-121.8514736,299m/data=!3m2!1e3!4b1!4m5!3m4!1s0x8085250735bad441:0x6ee6f6822ac294d8!8m2!3d38.4385967!4d-121.8503445					",RAMG00,MIDWAY GROVE,38.438075,-121.84573,250,"Sacramento,Gael Cortez Pozos",RAMG00,Normal Geofence
23292299,"Modesto, CA 95355, USA",DRVE00,VILLA D'ESTE,37.68193,-120.93912,250,"Central Valley,Andres Rodriguez",DRVE00,Normal Geofence
23292503,"E 20th St & Market Pl, Chico, CA 95928, USA",PBMPBC,BUNGALOW COMMONS,39.727343,-121.794272,250,"Sacramento,Ivan Contreras Sanchez",PBMPBC,Normal Geofence
23292528,"3414 W. Milan Ave, Visalia, CA 93277",SUSHS0,SOUTHERN HIGHLANDS,36.291006,-119.327935,250,"Central Valley,Julio Garcia",SUSHS0,Normal Geofence
23292540,"https://www.google.com/maps/place/Whitney+Oaks+Dr+%26+Whitney+Ranch+Pkwy,+Rocklin,+CA+95765/@38.8391325,-121.2492763,17z/data=!3m1!4b1!4m5!3m4!1s0x809b188e3db51ca7:0xb5cea76ae03d4ac9!8m2!3d38.8391325!4d-121.2470876					",KVCS00,CREEKSIDE,38.838212,-121.280629,250,"Sacramento,Jose Hermosillo",KVCS00,Normal Geofence
23292957,"https://www.google.com/maps/search/douglas+rd.+%26+grantline+rd.,+Mackerricher+Way,+Rancho+Cordova,+CA/@38.5577448,-121.1923267,17z?hl=en					",WSCAC0,WOODSIDE ACACIA,38.542981,-121.187202,250,"Sacramento,Hector M Michel",WSCAC0,Normal Geofence
23313523,"4200 Bangs Ave, Modesto, CA 95356, USA",SOUTHERN,CARLSON,37.704073,-121.07234,250,Central Valley,SOUTHERN CARLSON,Normal Geofence
23313530,"3287 Monier Cir, Rancho Cordova, CA 95742, USA",SOUTHERN,CARLSON,38.583404,-121.261334,250,Sacramento,SOUTHERN CARLSON,Normal Geofence
23313568,"4864 E Kings Canyon Rd, Fresno, CA 93727, USA",HD,#1086,36.733885,-119.733129,250,Central Valley,HD #1086,Normal Geofence
23313569,"4864 E Kings Canyon Rd, Fresno, CA 93727, USA",HD,#1086,36.733885,-119.733129,250,Central Valley,HD #1086,Normal Geofence
23313622,"7150 N Abby St, Fresno, CA 93720, USA",HD,#1014,36.840657,-119.786265,250,Central Valley,HD #1014,Normal Geofence
23313631,"3272 W Shaw Ave, Fresno, CA 93711, USA",HD,#663,36.809753,-119.850482,250,Central Valley,HD #663,Normal Geofence
23313910,"Home Depot, 845 W Shaw Ave, Clovis, CA 93612, USA",HD,#664,36.810491,-119.728307,250,Central Valley,HD #664,Normal Geofence
23313927,"3175 S Highland Ave, Selma, CA 93662, USA",HD,#8529,36.578542,-119.628822,250,Central Valley,HD #8529,Normal Geofence
23313944,"7651 N Blackstone Ave, Fresno, CA 93720, USA",LWS,#0759,36.84707,-119.794171,250,Central Valley,LWS #0759,Normal Geofence
23314030,"875 Shaw Ave, Clovis, CA 93612, USA",LWS,#1541,36.8106,-119.698754,250,Central Valley,LWS #1541,Normal Geofence
23314073,"5780 E Shields Ave, Fresno, CA 93727, USA",WC,#025,36.778926,-119.692783,250,Central Valley,WC #025,Normal Geofence
23314079,"200 Park Creek Dr, Clovis, CA 93611, USA",CONSTAR,SUPPLY,36.840158,-119.708879,250,Central Valley,CONSTAR SUPPLY,Normal Geofence
23314092,"3565 Landco Dr, Bakersfield, CA 93308, USA",CONSTAR,SUPPLY,35.393161,-119.059584,250,Central Valley,CONSTAR SUPPLY,Normal Geofence
23314128,"4936 E Pontiac Way, Fresno, CA 93727, USA",SOUTHERN,CARLSON,36.788929,-119.730343,250,Central Valley,SOUTHERN CARLSON,Normal Geofence
23314384,"3500 S Demaree St, Visalia, CA 93277, USA",HD,#6615,36.299723,-119.32951,250,Central Valley,HD #6615,Normal Geofence
23314548,"4144 S Mooney Blvd, Visalia, CA 93277, USA",LWS,#1611,36.293462,-119.313113,250,Central Valley,LWS #1611,Normal Geofence
23314559,"3020 N Demaree St, Visalia, CA 93291, USA",LWS,#2660,36.357636,-119.329723,250,Central Valley,LWS #2660,Normal Geofence
23333103,"Chalice Creek Rd & Feather Ridge Drive , CA 95961",DRDPL0,DIAMONTE,38.977861,-121.539558,250,"Sacramento,Jose Hermosillo",DRDPL0 DIAMONTE,Normal Geofence
23343974,"Indian Hills, NV, USA",KDVKR0,VALLEY KNOLLS,39.08602,-119.784069,250,"Reno,Joaquin Gonzalez-Cruz",KDVKR0 VALLEY KNOLLS,Normal Geofence
23461827,"Bellevue Rd & M St, Merced, CA 95348, USA",DRMR30,MONTERA111,37.361108,-120.477166,250,"Central Valley,Silvano Sanchez",DRMR30 MONTERA111,Normal Geofence
23461884,"E Hatch Rd & Euclid Ave, Hughson, CA 95326, USA",KBFD00,FIELDSTONE (EUCLID),37.607578,-120.853899,250,"Central Valley,Andres Rodriguez",KBFD00 FIELDSTONE(EUCLID),Normal Geofence
23462809,"6245 N Polk Ave, Fresno, CA 93722",BOPP00,EL PASEO PARK PLACE (6280),36.825685,-119.889824,250,"Central Valley,Julio Contreras",BOPP00 EL PASEO PARK PLACE (6280),Normal Geofence
23463233,"N Bryan Ave & W Acacia Ave, Fresno, CA 93723, USA",CCMP00,MARKET PLACE,36.803659,-119.907454,250,"Central Valley,Julio Contreras",CCMP00 MARKET PLACE,Normal Geofence
23463250,"N Fowler Ave & E Clinton Ave, Fresno, CA 93727, USA",CCMW20,MEADOWWOOD11,36.772115,-119.682314,250,"Central Valley,Julio Contreras",CCMW20 MEADOWWOOD11,Normal Geofence
23464914,"E Clinton Ave & N Armstrong Ave, McLane, CA 93727, USA",CCOW00,OLIVEWOOD,36.772123,-119.673185,250,"Central Valley,Julio Contreras",CCOW00 OLIVEWOOD,Normal Geofence
23464930,"CA-41 & Ave 12, California 93636, USA",LERSS0,RIVERSTONE SKYE,36.923276,-119.794061,250,"Central Valley,Julio Contreras",LERSS0 RIVERSTONE SKYE,Normal Geofence
23465012,"N Fowler Ave & E Clinton Ave, Fresno, CA 93727, USA",WSBR60,BROOKLYN 60'S,36.772115,-119.682314,250,"Central Valley,Julio Contreras",WSBR60 BROOKLYN 60'S,Normal Geofence
23465114,"803 Wishon Ave W, Madera, CA 93636, USA",BORH00,RIVERSTONE HARVEST,36.922673,-119.807953,250,"Central Valley,Julio Contreras",BORH00 RIVERSTONE HARVEST,Normal Geofence
23465121,"370 Lodge Road South, Madera, CA 93636, USA",WSRS00,RIVERSTONE,36.923101,-119.799553,250,"Central Valley,Julio Contreras",WSRS00 RIVERSTONE,Normal Geofence
23466098,"10th Ave & Harold St, Kingsburg, CA 93631, USA",CCMN00,MONARCH,36.526997,-119.556846,250,"Central Valley,Julio Garcia",CCMN00 MONARCH,Normal Geofence
23466746,"419 W Murray Ave, Visalia, CA 93291, USA",DRCC00,CHERRY CREEK,36.333542,-119.296401,250,"Central Valley,Julio Garcia",DRCC00 CHERRY CREEK,Normal Geofence
23466817,"N Mooney Blvd & Seminole Ave, Tulare, CA 93274, USA",DROCC0,OAK CREEK,36.218564,-119.312927,250,"Central Valley,Julio Garcia",DROCC0 OAK CREEK,Normal Geofence
23466833,"S Reed Ave & W Aspen Dr, Reedley, CA 93654",DRRI00,RIVERPOINTE,36.61334,-119.457676,250,"Central Valley,Julio Garcia",DRRI00 RIVERPOINTE,Normal Geofence
23466894,"E South Ave & S Sunnyside Ave, Fowler, CA 93625, USA",KVSY20,ASPIRE @ SUNNYSIDE11,36.619976,-119.691242,250,"Central Valley,Julio Garcia",KVSY20 ASPIRE @ SUNNISIDE11,Normal Geofence
23496744,"N Polk Ave & W Olive Ave, West Side, CA 93711",LECH20,CHATEAU-HEIRLOOM,36.757258,-119.889247,250,"Central Valley,Julio Garcia",LECH20 CHATEAU-HEIRLOOM,Normal Geofence
23497965,"E Church Ave & S Fowler Ave, Fresno, CA 93727, USA",LECOHR,HEIRLOOM CORONET,36.714898,-119.682151,250,"Central Valley,Julio Garcia",LECOHR HEIRLOOM CORONET,Normal Geofence
23498891,"E Tulare Ave & Morrison St, Tulare, CA 93274, USA",WSCH00,COPPER HEIGHTS 50S'S & 60'S,36.211036,-119.303354,250,"Central Valley,Julio Garcia",WSCH00 COPPER HEIGHTS 50S'S & 60'S,Normal Geofence
23501011,"6309 Thorton Ave, Bakersfield, CA 93313",DRSVT4,SERA VISTA PHASE 4,35.271051,-119.072379,250,"Central Valley,Julio Garcia",DRSVT4 SERA VISTA PHASE 4,Normal Geofence
23501530,"Mountain Vista Dr & Berkshire Rd, Bakersfield, CA 93311, USA",KVSR00,SENDERO RANCH,35.289009,-119.118775,250,"Central Valley,Julio Garcia",KVSR00 SENDERO RANCH,Normal Geofence
23502059,"Rd 22 1/2 & Cleveland Ave, California 93637",KBFLV0,FIELDING VILLAS (SANTA FE 50'S),36.974651,-120.137878,250,"Central Valley,Albert Sanchotena",KBFLV0 FIELDING VILLAS (SANTA FE 50'S),Normal Geofence
23503002,"24089 Cleveland Ave, Madera, CA 93637, USA",KVAR20,ASPIRE RIVERBEND11,36.97462,-120.105142,250,"Central Valley,Albert Sanchotena",KVAR20 ASPIRE RIVERBEND11,Normal Geofence
23503027,"Center Ave & Pioneer Rd, California 93635, USA",UCTV00,THE VILLAS,37.042364,-120.85378,250,"Central Valley,Albert Sanchotena",UCTV00 THE VILLAS,Normal Geofence
23518929,"Delta River Ave, Stockton, CA 95206, USA",KVRTA2,RIVER TERRACE ASPIRE 2,37.93184,-121.306212,250,"Sacramento,Anthony Shaffer",KVRTA2 RIVER TERRACE ASPIRE 2,Normal Geofence
23519260,"Castle View Ln, Winters, CA 95694, USA",KVSTA0,STONE THROW ASPIRE,38.531225,-121.98961,250,"Sacramento,Gael Cortez Pozos",KVSTA0 STONE THROW ASPIRE,Normal Geofence
23519284,"Marshall Rd & Leisure Town Rd, California 95687, USA",MHBL55,BRIGHTON LANDING 55'S,38.343085,-121.93378,250,"Sacramento,Gael Cortez Pozos",MHBL55 BRIGHTON LANDING 55'S,Normal Geofence
23519546,"172 Wisteria Cir, Vacaville, CA 95687, USA",NHBLP0,BIGHTON LANDING VILLAGE 10 (PRESTON),38.349961,-121.923457,250,"Sacramento,Gael Cortez Pozos",NHBLP0 BIGHTON LANDING VILLAGE 10 (PRESTON),Normal Geofence
23521247,"Air Base Pkwy & Clay Bank Rd, Fairfield, CA 94533, USA",TPVM00,VILLAGES MARIGOLD,38.272734,-122.006568,250,"Sacramento,Gael Cortez Pozos",TPVM00 VILLAGES MARIGOLD,Normal Geofence
23521258,"E Louise Ave & Cottage Ave, Manteca, CA 95336, USA",AUTF00,TURNLEAF (SHADOWBROOK),37.815933,-121.205169,250,"Sacramento,Gerardo Omar Hernandez JR",AUTF00 TURNLEAF (SHADOWBROOK),Normal Geofence
23521479,"Holman Rd & Lieutenant Colonel Mark Taylor St, Stockton, CA 95212",KBMV20,MONTEVELLO 2,38.048307,-121.27265,250,"Sacramento,Gerardo Omar Hernandez JR",KBMV20 MONTEVELLO 2,Normal Geofence
23521820,"Volpaia Pl, Manteca, CA 95337, USA",RLOS03,OAKWOOD SHORES,37.778822,-121.291842,250,"Sacramento,Gerardo Omar Hernandez JR",RLOS03 OAKWOOD SHORES,Normal Geofence
23521849,"S Lammers Rd & Valpico Rd, California 95377, USA",WSES00,ELLIS STANFORD,37.710499,-121.476531,250,"Sacramento,Gerardo Omar Hernandez JR",WSES00 ELLIS STANFORD,Normal Geofence
23521874,"E Bidwell St & Alder Creek Pkwy, Folsom, CA 95630, USA",KBEN00,ENCLAVE,38.630784,-121.106235,446,"Sacramento,Hector M Michel",KBEN00 ENCLAVE,Normal Geofence
23522009,"E Bidwell St & White Rock Rd, Folsom, CA 95630, USA",KBFRS0,FOLSOM RANCH SOLEIL,38.622071,-121.114087,250,"Sacramento,Hector M Michel",KBFRS0 FOLSOM RANCH SOLEIL,Normal Geofence
23522020,"Rancho Murieta, CA, USA",KVMG00,MURIETA GARDENS,38.501853,-121.094667,250,"Sacramento,Hector M Michel",KVMG00 MURIETA GARDENS,Normal Geofence
23522034,"Placerville Rd & Alder Creek Pkwy, Folsom, CA 95630, USA",NHSC00,RUSSELL RANCH SILVER CREST,38.637676,-121.104022,250,"Sacramento,Hector M Michel",NHSC00 RUSSELL RANCH SILVER CREST,Normal Geofence
23541226,"https://www.google.com/maps/place/Rd+22+1%2F2+%26+Cleveland+Ave,+California+93637/@36.9746544,-120.1394297,17z/data=!3m1!4b1!4m5!3m4!1s0x809409f512470d3d:0x78b5941205c7c147!8m2!3d36.9746514!4d-120.1378783?hl=en&authuser=0					",KVFLCO,Fielding Cottages( Santa Fe 40's),36.97462,-120.105481,250,"Central Valley,Silvano Sanchez",KVFLCO,Normal Geofence
23556964,"Kammerer Rd & Lent Ranch Pkwy, Elk Grove, CA 95757, USA",RASM00,STERLIN MEADOWS SEASON,38.372797,-121.371756,250,"Sacramento,Hector M Michel",RASM00 STERLIN MEADOWS SEASON,Normal Geofence
23557000,"Poppy Ridge Rd, Elk Grove, CA 95757, USA",TLPL00,POPPY LANE,38.390979,-121.395086,250,"Sacramento,Hector M Michel",TLPL00 POPPY LANE,Normal Geofence
23557088,"douglas rd. & grantline rd., Mackerricher Way, Rancho Cordova, CA",WSCC00,CYPRESS COTTONWOOD,38.558287,-121.194708,250,"Sacramento,Hector M Michel",WSCC00 CYPRESS COTTONWOOD,Normal Geofence
23557143,"Bass Lake Rd, Rescue, CA, USA",WSSC00,SERRANO COLLINA,38.695167,-121.008022,250,"Sacramento,Hector M Michel",WSSC00 SERRANO COLLINA,Normal Geofence
23557228,"Torrano Ave & Dollar St, Hayward, CA 94544, USA",MHMC00,MISSION CROSSING,37.655492,-122.07186,250,"Sacramento,Ivan Contreras Sanchez",MHMC00 MISSION CROSSING,Normal Geofence
